city,state,ref_link,gallons,description,date,latitude,longitude,accident_type
Newington,Virginia,N/A,N/A,"On January 10, approximately 100 barrels of jet fuel were discharged from Plantation Pipeline in Newington, Virginia, some of which entered into Accotink Creek and its adjoining shorelines. The failure resulted from a failed gasket on an interface detector.[1]",2000-01-10,38.7384477,-77.1849815,oil
